layer,condition,contrast,est,lo,hi,p_exact
10,moderator_next,harm_minus_neutral,0.7340470736814508,0.46758077209999815,1.0005133752629036,0.0004578754578754579
10,moderator_next,suffer_minus_neutral,-0.37601873746346937,-0.965528519129242,0.21349104420230325,0.15873015873015872
10,moderator_next,harm_minus_suffer,1.1100658111449202,0.5225991101372817,1.6975325121525588,0.00022893772893772894
11,assistant_next,harm_minus_neutral,0.9403090164142492,0.5758598906152816,1.3047581422132168,0.0004578754578754579
11,assistant_next,suffer_minus_neutral,-0.07731727714046,-0.5425482757175584,0.3879137214366383,0.6746031746031746
11,assistant_next,harm_minus_suffer,1.0176262935547093,0.5722935637821469,1.4629590233272718,0.0004578754578754579
11,user_next,harm_minus_neutral,1.4519684469336678,0.474935767062343,2.4290011268049927,0.00022893772893772894
11,user_next,suffer_minus_neutral,1.1330103644396634,0.15637700879227479,2.109643720087052,0.015873015873015872
11,user_next,harm_minus_suffer,0.31895808249400437,-0.14928525127860548,0.7872014162666142,0.07326007326007326
11,moderator_next,harm_minus_neutral,0.6654891399481314,0.22563562986593222,1.1053426500303307,0.00641025641025641
11,moderator_next,suffer_minus_neutral,-0.2484121688544788,-0.7871716176910716,0.29034727998211396,0.3253968253968254
11,moderator_next,harm_minus_suffer,0.9139013088026102,0.4265107672334255,1.4012918503717948,0.0011446886446886447
12,assistant_next,harm_minus_neutral,1.0867422893448873,0.7745445143517791,1.3989400643379954,0.00022893772893772894
12,assistant_next,suffer_minus_neutral,-0.060619931832749496,-0.3899016958768651,0.2686618322113661,0.6825396825396826
12,assistant_next,harm_minus_suffer,1.1473622211776366,0.782893043215002,1.5118313991402714,0.00022893772893772894
12,user_next,harm_minus_neutral,1.5398069968819337,0.656364580984635,2.4232494127792323,0.00022893772893772894
12,user_next,suffer_minus_neutral,1.4986054186558917,0.5672511376388244,2.429959699672959,0.015873015873015872
12,user_next,harm_minus_suffer,0.04120157822604198,-0.5864050673408054,0.6688082237928894,0.8331043956043956
12,moderator_next,harm_minus_neutral,0.9451415203138165,0.5869765518462211,1.3033064887814119,0.0006868131868131869
12,moderator_next,suffer_minus_neutral,0.19222292815795827,-0.20127981719447147,0.585725673510388,0.2698412698412698
12,moderator_next,harm_minus_suffer,0.7529185921558582,0.3610569067299127,1.1447802775818037,0.0027472527472527475
13,assistant_next,harm_minus_neutral,1.2780274902959547,0.9187259244230987,1.6373290561688107,0.00022893772893772894
13,assistant_next,suffer_minus_neutral,-0.157987786296509,-0.6668878088852841,0.3509122362922661,0.5317460317460317
13,assistant_next,harm_minus_suffer,1.4360152765924636,0.9367240075052758,1.9353065456796514,0.00022893772893772894
13,user_next,harm_minus_neutral,1.3837406123332907,0.6944834914228557,2.0729977332437257,0.00022893772893772894
13,user_next,suffer_minus_neutral,1.218834428034733,0.5159896867690386,1.9216791693004274,0.015873015873015872
13,user_next,harm_minus_suffer,0.1649061842985576,-0.23786689026681027,0.5676792588639255,0.26213369963369965
